id,gender,age,education,field_of_studies,is_studying,county,relative_wage,years_since_job_change,years_of_experience,hours_of_training,is_certified,size_of_company,type_of_company,willing_to_change_job
12051,Unknown,24,higher_BSc,science,no,county_112,97.35,1,1,116,1,50-99,private_company,Yes
12052,Unknown,22,secondary,no_information,part_time,county_028,151.34,never_changed,2,112,0,unknown,no_information,No
12053,Unknown,28,higher_BSc,science,full_time,county_059,110.45,never_changed,3,9,0,unknown,no_information,Yes
12054,Male,35,higher_BSc,science,part_time,county_118,162.84,1,16,30,1,1000-4999,private_company,No
12055,Unknown,35,higher_MSc,science,no,county_118,162.84,unknown,13,90,1,10000+,private_company,No
12056,Male,25,higher_BSc,science,full_time,county_059,110.45,1,2,21,1,50-99,private_company,Yes
12057,Male,44,higher_BSc,science,no,county_004,123.55,>4,>20,81,1,10000+,private_company,No
12058,Unknown,41,higher_MSc,science,full_time,county_059,110.45,1,20,16,1,50-99,no_information,Yes
12059,Male,46,higher_MSc,science,no,county_110,163.9,>4,>20,42,0,unknown,no_information,No
12060,Male,27,higher_BSc,science,part_time,county_058,159.12,3,5,5,0,10000+,private_company,No
12061,Male,31,higher_BSc,science,full_time,county_119,142.31,2,9,22,1,5000-9999,private_company,No
12062,Male,28,higher_BSc,science,no,county_059,110.45,1,4,8,1,1000-4999,private_company,Yes
12063,Male,27,higher_BSc,science,no,county_059,110.45,1,7,109,1,10000+,private_company,No
12064,Male,22,secondary,no_information,full_time,county_117,163.55,never_changed,2,13,0,unknown,no_information,Yes
12065,Male,29,higher_MSc,science,part_time,county_042,128.32,never_changed,5,39,0,unknown,no_information,Yes
12066,Male,45,higher_BSc,science,no,county_074,162.84,>4,>20,29,1,unknown,no_information,No
12067,Unknown,22,higher_BSc,science,full_time,county_059,110.45,never_changed,2,114,0,unknown,no_information,No
12068,Male,48,higher_BSc,science,no,county_118,162.84,4,>20,23,1,unknown,no_information,No
12069,Male,46,higher_MSc,other,no,county_118,162.84,2,>20,96,1,10000+,private_company,No
12070,Male,26,higher_BSc,science,full_time,county_022,133.46,never_changed,5,13,0,unknown,no_information,No
12071,Male,29,secondary,no_information,full_time,county_060,140.89,1,4,53,0,1000-4999,no_information,No
12072,Male,26,higher_BSc,science,no,county_059,110.45,never_changed,2,24,0,50-99,private_company,Yes
12073,Male,24,higher_BSc,science,no,county_075,161.07,1,4,22,0,1000-4999,private_company,No
12074,Male,31,higher_BSc,science,part_time,county_075,161.07,>4,6,24,0,10000+,private_company,No
12075,Male,28,secondary,no_information,no,county_110,163.9,1,7,85,1,50-99,private_company,No
12076,Unknown,26,higher_BSc,science,full_time,county_059,110.45,2,7,17,1,unknown,no_information,Yes
12077,Unknown,23,higher_BSc,science,no,county_059,110.45,1,3,10,1,unknown,startup_wo_funding,No
12078,Unknown,23,higher_MSc,science,full_time,county_059,110.45,1,1,52,1,unknown,no_information,No
12079,Male,29,higher_MSc,science,full_time,county_059,110.45,2,5,48,0,50-99,private_company,Yes
12080,Male,28,higher_MSc,science,no,county_119,142.31,1,4,11,1,10000+,private_company,No
12081,Male,30,higher_MSc,science,no,county_118,162.84,1,5,52,1,1000-4999,other,No
12082,Male,32,higher_BSc,science,no,county_110,163.9,1,11,72,1,100-500,no_information,No
12083,Other,25,higher_BSc,science,no,county_118,162.84,1,4,141,1,50-99,no_information,No
12084,Male,32,higher_MSc,science,no,county_059,110.45,3,10,18,1,10-49,private_company,No
12085,Male,40,higher_BSc,science,no,county_075,161.07,1,17,118,1,50-99,private_company,No
12086,Male,27,higher_BSc,science,no,county_038,158.59,2,4,109,1,10-49,private_company,No
12087,Unknown,46,higher_BSc,science,no,county_075,161.07,>4,>20,78,1,50-99,private_company,No
12088,Male,32,higher_MSc,science,no,county_059,110.45,never_changed,9,53,0,50-99,private_company,No
12089,Male,49,higher_MSc,science,no,county_110,163.9,3,>20,9,1,unknown,no_information,No
12090,Unknown,27,higher_MSc,science,no,county_110,163.9,1,7,18,1,100-500,private_company,No
12091,Female,36,higher_MSc,science,no,county_075,161.07,2,15,112,1,1000-4999,private_company,No
12092,Female,24,higher_BSc,science,no,county_059,110.45,4,4,29,0,unknown,no_information,Yes
12093,Male,40,secondary,no_information,full_time,county_034,153.28,never_changed,16,130,0,unknown,no_information,No
12094,Male,41,higher_MSc,arts,no,county_093,158.77,>4,16,11,1,10-49,startup_with_funding,No
12095,Male,21,higher_BSc,science,full_time,county_059,110.45,never_changed,2,13,0,unknown,no_information,No
12096,Unknown,28,higher_MSc,science,no_information,county_081,123.55,1,5,89,0,unknown,no_information,No
12097,Male,33,higher_BSc,science,no,county_009,163.72,4,10,88,1,10-49,private_company,No
12098,Male,45,higher_BSc,science,no,county_041,157.53,1,>20,31,1,1000-4999,private_company,No
12099,Other,28,higher_MSc,science,no,county_110,163.9,1,7,48,0,10000+,private_company,No
12100,Unknown,24,primary,no_information,no,county_059,110.45,never_changed,3,56,0,unknown,no_information,Yes
12101,Male,23,higher_BSc,humanities,no,county_001,161.96,2,3,68,1,50-99,private_company,No
12102,Male,29,primary,no_information,no,county_119,142.31,never_changed,6,9,0,unknown,private_company,No
12103,Male,34,higher_BSc,science,part_time,county_029,141.95,1,10,22,1,10000+,private_company,No
12104,Male,30,higher_BSc,science,part_time,county_073,135.76,1,5,43,1,unknown,private_company,No
12105,Male,49,higher_BSc,science,no,county_059,110.45,4,>20,24,0,10000+,private_company,No
12106,Male,46,higher_BSc,science,no,county_118,162.84,2,>20,44,1,unknown,no_information,No
12107,Male,28,higher_BSc,science,part_time,county_022,133.46,1,4,35,1,unknown,no_information,No
12108,Male,27,higher_BSc,science,full_time,county_062,120.71,1,5,14,1,50-99,private_company,No
12109,Female,26,secondary,no_information,part_time,county_118,162.84,1,4,74,0,unknown,no_information,Yes
12110,Male,37,higher_MSc,science,part_time,county_022,133.46,1,14,3,0,unknown,no_information,Yes
12111,Male,31,higher_BSc,science,no,county_074,162.84,never_changed,9,32,1,unknown,no_information,Yes
12112,Unknown,28,secondary,no_information,full_time,county_059,110.45,never_changed,3,58,0,unknown,no_information,No
12113,Male,29,higher_BSc,science,no,county_059,110.45,1,8,129,1,<10,other,No
12114,Male,36,higher_MSc,science,no,county_093,158.77,>4,15,34,1,100-500,private_company,No
12115,Unknown,25,higher_BSc,science,no,county_040,134.87,1,5,162,1,100-500,private_company,No
12116,Unknown,21,higher_BSc,science,no,county_025,123.55,1,2,140,1,1000-4999,other,Yes
12117,Male,25,secondary,no_information,no,county_118,162.84,1,3,55,0,1000-4999,public_sector,No
12118,Male,46,higher_BSc,science,no,county_061,139.48,>4,>20,126,1,unknown,no_information,No
12119,Male,25,higher_BSc,science,no,county_059,110.45,never_changed,6,2,1,100-500,private_company,Yes
12120,Male,36,higher_BSc,science,no,county_075,161.07,>4,15,147,0,10000+,private_company,No
12121,Male,25,no_information,no_information,no,county_021,102.48,3,5,39,1,10-49,private_company,No
12122,Male,27,higher_BSc,science,no,county_059,110.45,1,6,50,1,100-500,private_company,Yes
12123,Unknown,36,higher_MSc,science,no,county_119,142.31,never_changed,13,56,1,500-999,no_information,No
12124,Male,48,higher_BSc,science,no,county_074,162.84,>4,>20,214,1,50-99,no_information,No
12125,Female,27,higher_BSc,science,no,county_075,161.07,2,5,12,1,500-999,private_company,No
12126,Unknown,25,higher_BSc,science,full_time,county_059,110.45,never_changed,1,44,0,unknown,no_information,Yes
12127,Unknown,22,higher_BSc,science,full_time,county_059,110.45,never_changed,1,2,0,unknown,no_information,No
12128,Male,33,higher_BSc,humanities,no,county_028,151.34,2,9,226,1,10000+,private_company,No
12129,Male,36,higher_BSc,science,no,county_059,110.45,never_changed,12,35,1,10000+,private_company,Yes
12130,Male,27,secondary,no_information,full_time,county_108,131.51,1,4,56,0,unknown,no_information,No
12131,Male,36,Phd,science,full_time,county_093,158.77,1,14,12,0,10-49,public_sector,Yes
12132,Male,26,higher_BSc,science,no,county_118,162.84,1,2,16,1,10000+,private_company,No
12133,Male,38,higher_BSc,science,no,county_045,146.38,>4,15,31,1,50-99,private_company,No
12134,Male,26,higher_MSc,science,no,county_020,166.2,2,4,44,0,1000-4999,private_company,No
12135,Male,34,higher_MSc,science,no,county_075,161.07,1,14,42,1,<10,startup_with_funding,No
12136,Male,25,secondary,no_information,no,county_020,166.2,never_changed,<1,11,0,unknown,no_information,No
12137,Male,32,higher_BSc,science,no,county_059,110.45,>4,9,12,1,500-999,private_company,No
12138,Female,47,higher_MSc,science,no,county_122,158.42,>4,>20,156,1,100-500,private_company,Yes
12139,Male,31,secondary,no_information,full_time,county_053,166.2,never_changed,7,12,0,unknown,no_information,No
12140,Male,31,higher_MSc,science,no,county_059,110.45,never_changed,10,14,1,10000+,private_company,No
12141,Male,27,secondary,no_information,full_time,county_057,123.55,unknown,2,18,0,unknown,no_information,No
12142,Unknown,29,no_information,no_information,no_information,county_110,163.9,1,8,86,0,unknown,no_information,No
12143,Male,27,higher_BSc,science,no,county_118,162.84,2,6,74,1,500-999,private_company,No
12144,Male,48,higher_BSc,science,no,county_020,166.2,>4,>20,65,1,unknown,no_information,No
12145,Male,26,higher_MSc,science,no,county_093,158.77,never_changed,7,20,1,unknown,no_information,No
12146,Unknown,37,Phd,science,no,county_107,123.55,never_changed,15,138,1,<10,private_company,No
12147,Male,23,higher_BSc,humanities,no,county_118,162.84,1,2,168,1,100-500,private_company,No
12148,Male,46,Phd,science,no,county_038,158.59,never_changed,>20,222,1,50-99,private_company,No
12149,Male,38,higher_MSc,science,no,county_028,151.34,>4,18,64,1,10-49,private_company,No
12150,Female,24,higher_BSc,science,full_time,county_074,162.84,1,4,7,1,5000-9999,private_company,No
12151,Unknown,32,secondary,no_information,no,county_118,162.84,1,10,6,1,unknown,no_information,No
12152,Male,24,higher_BSc,science,no,county_023,140.72,1,4,8,1,unknown,no_information,No
12153,Male,23,higher_BSc,science,full_time,county_078,136.11,1,2,50,0,50-99,private_company,No
12154,Male,30,higher_BSc,science,no,county_062,120.71,1,6,45,1,100-500,private_company,No
12155,Male,40,higher_MSc,science,no,county_119,142.31,1,18,149,0,unknown,no_information,No
12156,Male,32,higher_MSc,science,no,county_038,158.59,1,10,55,1,10000+,private_company,No
12157,Male,36,higher_BSc,science,no,county_058,159.12,>4,15,20,1,1000-4999,private_company,No
12158,Male,25,higher_MSc,science,no,county_092,147.97,1,5,31,1,10000+,private_company,No
12159,Male,30,higher_MSc,science,no,county_093,158.77,1,5,100,1,10000+,private_company,Yes
12160,Male,31,secondary,no_information,full_time,county_110,163.9,2,7,250,1,100-500,private_company,No
12161,Unknown,24,secondary,no_information,no_information,county_073,135.76,1,5,32,0,unknown,no_information,Yes
12162,Male,34,Phd,science,no,county_075,161.07,1,10,163,0,unknown,no_information,No
12163,Male,28,higher_MSc,science,full_time,county_038,158.59,1,7,54,0,50-99,public_sector,No
12164,Male,47,higher_MSc,science,no,county_110,163.9,2,>20,59,1,1000-4999,private_company,No
12165,Male,40,higher_BSc,other,no,county_120,98.77,>4,15,20,1,unknown,no_information,Yes
12166,Male,28,higher_BSc,business,no,county_118,162.84,1,5,36,1,500-999,private_company,No
12167,Male,44,higher_BSc,other,no,county_093,158.77,never_changed,>20,99,1,1000-4999,private_company,No
12168,Male,37,higher_BSc,science,no,county_032,161.6,1,14,6,1,100-500,private_company,No
12169,Male,48,higher_BSc,science,no,county_118,162.84,>4,>20,39,1,50-99,private_company,No
12170,Unknown,30,higher_BSc,science,full_time,county_102,130.63,1,10,102,1,unknown,no_information,Yes
12171,Male,36,higher_BSc,science,no,county_118,162.84,1,14,30,1,100-500,private_company,No
12172,Male,50,higher_MSc,science,no,county_032,161.6,2,>20,90,0,10000+,private_company,No
12173,Male,29,higher_BSc,science,full_time,county_028,151.34,3,6,30,1,1000-4999,no_information,No
12174,Male,39,higher_BSc,science,full_time,county_075,161.07,1,15,37,1,1000-4999,private_company,No
12175,Male,35,higher_BSc,science,no,county_118,162.84,1,16,278,1,unknown,public_sector,No
12176,Male,23,higher_BSc,science,no,county_059,110.45,never_changed,<1,84,0,unknown,no_information,Yes
12177,Male,30,higher_BSc,science,no_information,county_059,110.45,2,6,58,1,10000+,no_information,No
12178,Female,24,higher_BSc,science,full_time,county_062,120.71,2,3,101,1,unknown,no_information,Yes
12179,Male,33,higher_MSc,science,part_time,county_078,136.11,1,11,17,1,unknown,no_information,No
12180,Male,50,higher_MSc,science,no,county_118,162.84,3,>20,98,1,500-999,private_company,No
12181,Male,41,higher_BSc,science,no,county_118,162.84,2,17,106,1,100-500,private_company,No
12182,Male,49,higher_MSc,science,no,county_074,162.84,3,>20,102,1,100-500,private_company,No
12183,Female,40,higher_BSc,science,no,county_118,162.84,>4,16,88,1,500-999,private_company,No
12184,Male,21,higher_BSc,science,no,county_032,161.6,never_changed,1,52,0,<10,private_company,No
12185,Male,24,higher_MSc,science,part_time,county_119,142.31,1,2,2,0,unknown,no_information,Yes
12186,Female,28,higher_MSc,science,no,county_024,156.47,2,3,322,1,unknown,no_information,Yes
12187,Unknown,32,higher_BSc,science,no,county_118,162.84,1,9,304,1,500-999,startup_with_funding,No
12188,Male,48,higher_BSc,science,no,county_074,162.84,>4,>20,4,1,500-999,private_company,No
12189,Unknown,29,higher_BSc,science,no,county_121,157,1,9,102,1,5000-9999,no_information,No
12190,Unknown,23,higher_BSc,business,full_time,county_021,102.48,never_changed,3,11,0,unknown,no_information,No
12191,Unknown,24,higher_BSc,science,full_time,county_059,110.45,unknown,4,46,1,500-999,private_company,Yes
12192,Male,27,higher_BSc,science,no,county_076,149.21,1,7,24,1,50-99,private_company,No
12193,Male,48,higher_MSc,science,no,county_118,162.84,>4,>20,26,1,unknown,public_sector,No
12194,Male,29,higher_BSc,science,no,county_073,135.76,1,7,91,1,10-49,startup_with_funding,No
12195,Unknown,26,higher_BSc,science,full_time,county_076,149.21,unknown,4,28,0,unknown,no_information,No
12196,Unknown,22,higher_BSc,science,part_time,county_118,162.84,2,2,31,0,50-99,public_sector,No
12197,Male,28,higher_BSc,science,part_time,county_059,110.45,1,6,216,1,unknown,no_information,Yes
12198,Male,22,higher_BSc,science,no,county_121,157,1,3,168,1,10-49,no_information,Yes
12199,Male,27,higher_BSc,science,full_time,county_118,162.84,3,4,60,0,unknown,no_information,Yes
12200,Male,28,higher_BSc,science,no,county_059,110.45,never_changed,8,34,0,10-49,startup_wo_funding,No
12201,Female,29,higher_BSc,science,full_time,county_110,163.9,1,9,56,0,<10,private_company,No
12202,Male,48,higher_MSc,science,no,county_074,162.84,>4,>20,88,0,unknown,no_information,Yes
12203,Male,27,higher_BSc,science,no,county_074,162.84,1,6,34,0,10-49,startup_wo_funding,No
12204,Male,29,higher_BSc,science,no,county_049,158.06,never_changed,6,88,1,100-500,private_company,No
12205,Male,47,higher_MSc,science,no,county_118,162.84,1,>20,86,1,unknown,no_information,Yes
12206,Male,26,higher_MSc,science,full_time,county_118,162.84,1,6,15,1,unknown,no_information,Yes
12207,Male,23,secondary,no_information,no,county_121,157,never_changed,2,10,0,unknown,no_information,No
12208,Male,44,higher_MSc,science,no,county_028,151.34,>4,19,66,1,10-49,private_company,No
12209,Male,50,higher_BSc,science,no,county_118,162.84,3,>20,27,1,unknown,no_information,Yes
12210,Unknown,31,higher_BSc,business,no,county_022,133.46,4,11,30,1,unknown,no_information,Yes
12211,Male,35,higher_BSc,science,no,county_118,162.84,>4,12,7,1,10000+,private_company,No
12212,Unknown,33,higher_BSc,science,no,county_097,146.38,2,14,82,1,10-49,NGO,No
12213,Male,23,higher_BSc,science,no,county_059,110.45,1,3,65,1,50-99,private_company,No
12214,Male,46,Phd,science,no,county_122,158.42,1,>20,22,1,50-99,private_company,No
12215,Male,29,higher_BSc,science,no,county_025,123.55,1,9,109,1,10000+,private_company,No
12216,Male,34,higher_BSc,science,no,county_093,158.77,3,12,6,1,50-99,no_information,No
12217,Male,23,no_information,no_information,no_information,county_118,162.84,never_changed,3,32,0,unknown,no_information,No
12218,Male,33,higher_MSc,science,no,county_093,158.77,2,9,52,1,10000+,private_company,No
12219,Unknown,30,no_information,no_information,no,county_118,162.84,never_changed,5,12,0,unknown,no_information,No
12220,Unknown,36,higher_BSc,science,no,county_040,134.87,2,17,11,1,1000-4999,private_company,No
12221,Unknown,37,higher_BSc,other,no,county_022,133.46,1,14,63,0,unknown,no_information,Yes
12222,Unknown,28,higher_BSc,science,full_time,county_074,162.84,1,3,102,0,unknown,public_sector,Yes
12223,Male,43,higher_BSc,science,no,county_118,162.84,2,20,56,1,100-500,NGO,No
12224,Male,27,higher_BSc,science,no,county_075,161.07,1,8,45,1,5000-9999,private_company,No
12225,Male,34,higher_BSc,science,no,county_118,162.84,1,10,3,1,500-999,private_company,No
12226,Male,21,higher_BSc,science,no,county_118,162.84,1,<1,17,0,100-500,startup_with_funding,Yes
12227,Male,36,secondary,no_information,part_time,county_110,163.9,3,15,72,1,50-99,private_company,No
12228,Male,46,higher_BSc,science,no,county_118,162.84,1,>20,29,1,unknown,no_information,No
12229,Male,44,higher_BSc,science,no,county_110,163.9,>4,>20,19,1,100-500,private_company,No
